state,suburb,postcode,latitude,longitude
NSW,Bullaburra,2784,-33.725,150.41333
NSW,Bullarah,2400,-29.465,149.23444
NSW,Bullawa Creek,2390,-30.30667,150.00111
NSW,Bulldog,2469,-29.03806,152.50139
NSW,Bulli,2516,-34.32889,150.90222
NSW,Bulli Tops,2516,-34.29833,150.90111
NSW,Bulliac,2422,-31.915,152.03444
NSW,Bullio,2575,-34.33167,150.15111
NSW,Bulyeroi,2387,-29.78167,149.08444
NSW,Bumbaldry,2794,-33.86806,148.42472
NSW,Bumbalong,2626,-35.83083,149.11306
NSW,Bundabah,2324,-32.66944,152.06528
NSW,Bundagen,2454,-30.41222,153.06028
NSW,Bundanoon,2578,-34.68167,150.25111
NSW,Bundarbo,2726,-34.89833,148.41778
NSW,Bundarra,2359,-30.165,151.08444
NSW,Bundeena,2230,-34.08167,151.15111
NSW,Bundella,2343,-31.565,149.98444
NSW,Bundewallah,2535,-34.765,150.68444
NSW,Bundook,2422,-31.89833,152.13444
NSW,Bundure,2663,-35.165,146.00111
NSW,Bungabbee,2480,-28.78167,153.15111
NSW,Bungalora,2486,-28.24778,153.47528
NSW,Bungarby,2630,-36.665,149.01778
NSW,Bungawalbin,2469,-29.08167,153.28444
NSW,Bungendore,2621,-35.24833,149.45111
NSW,Bungonia,2580,-34.84833,149.95111
NSW,Bungowannah,2640,-35.99833,146.78444
NSW,Bungulla,2372,-29.115,152.00111
NSW,Bungwahl,2423,-32.36472,152.40861
NSW,Bunnaloo,2731,-35.78167,144.58444
NSW,Bunnan,2337,-32.03167,150.60111
NSW,Bunyah,2429,-32.18083,152.20556
NSW,Bunyan,2630,-36.165,149.15111
NSW,Buraja,2646,-35.865,146.38444
NSW,Burburgate,2380,-30.90667,150.23444
NSW,Bureen,2328,-32.465,150.71778
NSW,Burgooney,2672,-33.38167,146.56778
NSW,Burnt Bridge,2440,-31.09833,152.80111
NSW,Burnt Yards,2792,-33.565,149.01778
NSW,Burra,2653,-35.56,149.22083
NSW,Burra Creek,2722,-34.88889,147.995
NSW,Burraboi,2732,-35.33583,144.34083
NSW,Burraga,2795,-33.94833,149.53444
NSW,Burragate,2550,-36.99833,149.61778
NSW,Burrandana,2650,-35.415,147.33444
NSW,Burrangong,2594,-34.28167,148.26778
NSW,Burrapine,2447,-30.72278,152.64361
NSW,Burrawang,2577,-34.73167,150.40111
NSW,Burrell Creek,2429,-31.94833,152.28444
NSW,Burren Junction,2386,-30.09833,148.96778
NSW,Burrier,2540,-34.865,150.45111
NSW,Burrill Lake,2539,-35.38167,150.45111
NSW,Burringbar,2483,-28.42333,153.45944
NSW,Burrinjuck,2582,-34.95111,148.62306
NSW,Burrumbuttock,2642,-35.83167,146.80111
NSW,Burwood,2134,-33.87333,151.10111
NSW,Burwood Heights,2136,-33.87333,151.10111
NSW,Busby,2168,-33.915,150.88444
NSW,Busbys Flat,2469,-29.04833,152.80111
NSW,Bushells Ridge,2259,-33.19833,151.46778
NSW,Buttaba,2283,-33.05111,151.58444
NSW,Buttai,2323,-32.82611,151.56222
NSW,Butterwick,2321,-32.64833,151.63444
NSW,Buxton,2571,-34.25583,150.53306
NSW,Byabarra,2446,-31.53167,152.53444
NSW,Byadbo Wilderness,2628,-36.82889,148.54778
NSW,Byangum,2484,-28.35667,153.35944
NSW,Bygalorie,2669,-33.44833,146.76778
NSW,Byron Bay,2481,-28.64833,153.61778
NSW,Byrrill Creek,2484,-28.44,153.23444
NSW,Bywong,2621,-35.165,149.33444
NSW,Cabarita,2137,-33.83167,151.11778
NSW,Cabarita Beach,2488,-28.32917,153.56972
NSW,Cabbage Tree Island,2477,-28.98167,153.45111
NSW,Cabramatta,2166,-33.89833,150.93444
NSW,Cabramatta West,2166,-33.89,150.90944
NSW,Cabramurra,2629,-36.015,148.48444
NSW,Cadgee,2545,-36.13167,149.91778
NSW,Caffreys Flat,2424,-31.79833,152.07611
NSW,Cairncross,2446,-31.34833,152.68444
NSW,Cal Lal,2648,-34.04833,141.05111
NSW,Calala,2340,-34.115,151.03444
NSW,Calamia,2460,-29.84833,153.11778
NSW,Calderwood,2527,-34.55667,150.74278
NSW,Caldwell,2710,-35.63167,144.50944
NSW,Calga,2250,-33.43167,151.21778
NSW,Califat,2729,-35.23167,148.08444
NSW,Calimo,2710,-35.415,144.58444
NSW,Callaghan,2308,-32.89,151.70111
NSW,Callaghans Creek,2422,-31.85694,152.02333
NSW,Callala Bay,2540,-34.98889,150.71778
NSW,Callala Beach,2540,-34.99833,150.73444
NSW,Calliope,2462,-29.615,153.06778
NSW,Caloola,2795,-33.59833,149.43444
NSW,Calorafield,2705,-34.44833,146.21778
NSW,Calwalla,2577,-34.565,150.48444
NSW,Cambalong,2632,-36.88167,149.10111
NSW,Camberwell,2330,-32.465,151.08444
NSW,Cambewarra,2540,-34.83167,150.56778
NSW,Cambewarra Village,2540,-34.82639,150.55889
NSW,Cambra,2420,-32.465,151.83444
NSW,Cambridge Gardens,2747,-33.73167,150.71778
NSW,Cambridge Park,2747,-33.74833,150.73444
NSW,Cambridge Plateau,2469,-28.80361,152.73611
NSW,Camden,2570,-34.04833,150.68444
NSW,Camden Head,2443,-31.63167,152.83444
NSW,Camden Park,2570,-34.09,150.71778
NSW,Camden South,2570,-34.065,150.70111
NSW,Camellia,2142,-33.815,151.03444
NSW,Cameron Park,2285,-32.90444,151.60917
NSW,Camerons Creek,2359,-30.32694,151.10028
NSW,Camira,2469,-29.22,152.93833
NSW,Cammeray,2062,-33.83167,151.20111
NSW,Campbelltown,2560,-34.07333,150.82611
NSW,Camperdown,2050,-33.89,151.18444
NSW,Campsie,2194,-33.90667,151.10944
NSW,Campvale,2318,-32.77333,151.85111
NSW,Cams Wharf,2281,-33.12611,151.615
NSW,Canada Bay,2046,-33.865,151.11778
NSW,Candelo,2550,-36.765,149.70111
NSW,Cangai,2460,-29.49833,152.46778
NSW,Caniaba,2480,-28.83167,153.23444
NSW,Canley Heights,2166,-33.88167,150.92611
NSW,Canley Vale,2166,-33.88167,150.94278
NSW,Canobolas,2800,-33.35472,149.01389
NSW,Canoelands,2157,-33.49833,151.05111
NSW,Canowindra,2804,-33.565,148.65111
NSW,Canterbury,2193,-33.915,151.11778
NSW,Canton Beach,2263,-33.27333,151.54833
NSW,Caparra,2429,-31.73167,152.25111
NSW,Capeen,2469,-28.59833,152.60111
NSW,Capertee,2846,-33.14833,149.98444
NSW,Capoompeta,2371,-29.38083,152.05861
NSW,Captains Flat,2623,-35.58167,149.45111
NSW,Carabost,2650,-35.59833,147.71778
NSW,Caravan Head,2225,-33.99833,151.08444
NSW,Carcoar,2791,-33.59833,149.13444
NSW,Cardiff,2285,-32.93167,151.65111
NSW,Cardiff Heights,2285,-32.93167,151.66778
NSW,Cardiff South,2285,-32.9525,151.66222
NSW,Careel Bay,2107,-33.62333,151.31778
NSW,Carey Bay,2283,-33.02889,151.60944
NSW,Caringbah,2229,-34.04833,151.11778
NSW,Carlaminda,2630,-36.28167,149.31778
NSW,Carlingford,2118,-33.77889,151.05111
NSW,Carlton,2218,-33.965,151.12611
NSW,Carnham,2460,-29.33167,152.53444
NSW,Carnsdale,2660,-35.865,146.51778
NSW,Caroda,2347,-30.015,150.36778
NSW,Carool,2486,-28.22333,153.42611
NSW,Caroona,2343,-31.39833,150.43444
NSW,Carrabolla,2311,-32.23167,151.36778
NSW,Carrai,2440,-30.8275,152.24917
NSW,Carramar,2163,-33.88167,150.96778
NSW,Carrathool,2711,-34.39833,145.43444
NSW,Carrington,2324,-32.915,151.76778
NSW,Carrington Falls,2577,-34.65028,150.64556
NSW,Carroll,2340,-30.98167,150.45111
NSW,Carrolls Creek,2372,-28.84833,152.10111
NSW,Carrowbrook,2330,-32.265,151.30111
NSW,Carrs Creek,2460,-29.64833,152.91778
NSW,Carrs Island,2460,-29.67167,152.91333
NSW,Carrs Peninsular,2460,-29.65361,152.90278
NSW,Carss Park,2221,-33.98167,151.11778
NSW,Cartwright,2168,-33.93167,150.88444
NSW,Cartwrights Hill,2650,-35.065,147.38444
NSW,Carwoola,2620,-35.36972,149.33083
NSW,Cascade,2453,-30.23167,152.78444
NSW,Casino,2470,-28.84833,153.05111
NSW,Cassilis,2329,-32.00667,149.98444
NSW,Castle Cove,2069,-33.78167,151.20111
NSW,Castle Doyle,2350,-30.615,151.76778
NSW,Castle Hill,2154,-33.73167,151.00944
NSW,Castle Rock,2333,-32.24833,150.71778
NSW,Castlecrag,2068,-33.79833,151.21778
NSW,Castlereagh,2749,-33.665,150.68444
NSW,Casuarina,2487,-28.28889,153.57389
NSW,Casula,2170,-33.94833,150.98444
NSW,Catalina,2536,-35.72333,150.1875
NSW,Cathcart,2632,-36.84833,149.38444
NSW,Catherine Field,2557,-33.99,150.76778
NSW,Catherine Hill Bay,2281,-33.14833,151.61778
NSW,Cattai,2756,-33.55667,150.91778
NSW,Cattle Creek,2339,-31.79556,150.28333
NSW,Cavan,2582,-35.015,148.85111
NSW,Caves Beach,2281,-33.115,151.65111
NSW,Cawdor,2570,-34.09,150.67889
NSW,Cawongla,2474,-28.60167,153.095
NSW,Cecil Hills,2171,-33.89,150.85111
NSW,Cecil Park,2178,-33.88167,150.83444
NSW,Cedar Brush Creek,2259,-33.165,151.27611
NSW,Cedar Creek,2484,-32.84833,151.18444
NSW,Cedar Party,2429,-31.815,152.40111
NSW,Cedar Point,2474,-28.68417,153.00194
NSW,Cells River,2424,-31.54833,152.08444
NSW,Centennial Park,2021,-33.89,151.24278
NSW,Central Colo,2756,-33.41667,150.78333
NSW,Central Macdonald,2775,-33.33333,150.98333
NSW,Central Mangrove,2250,-33.3,151.23333
NSW,Central Tilba,2546,-36.31667,150.06667
NSW,Cessnock,2325,-32.83333,151.35
NSW,Chaelundi,2460,-29.99361,152.44806
NSW,Chain Valley Bay,2259,-33.13333,151.65
NSW,Chakola,2630,-36.1,149.16667
NSW,Chambigne,2460,-29.76667,152.73333
NSW,Charles Sturt University,2795,-35.05,147.34167
NSW,Charlestown,2290,-32.96667,151.68333
NSW,Charleys Forest,2622,-35.4,149.98333
NSW,Charlotte Bay,2428,-32.3525,152.50667
NSW,Charlton,2795,-33.68333,149.61667
NSW,Charmhaven,2263,-33.225,151.50833
NSW,Chatham Valley,2787,-33.85,149.9
NSW,Chatswood,2067,-33.78333,151.16667
NSW,Chatswood West,2067,-33.80056,151.16889
NSW,Chatsworth,2469,-29.38333,153.23333
NSW,Cheero Point,2083,-33.51222,151.19222
NSW,Cheltenham,2119,-33.75833,151.08333
NSW,Cherry Tree Hill,2360,-29.53333,150.98333
NSW,Cherrybrook,2126,-33.7,151.03333
NSW,Chester Hill,2162,-33.88333,151
NSW,Chichester,2420,-32.17194,151.62556
NSW,Chifley,2036,-33.965,151.23444
NSW,Chilcotts Creek,2339,-31.65944,150.84972
NSW,Chilcotts Grass,2480,-28.83167,153.33444
NSW,Chillingham,2484,-28.30667,153.28444
NSW,Chinderah,2487,-28.25667,153.53444
NSW,Chinnock,2550,-36.69833,149.95111
NSW,Chippendale,2008,-33.89,151.20111
NSW,Chipping Norton,2170,-33.915,150.96778
NSW,Chiswick,2046,-33.84833,151.13444
NSW,Chittaway Bay,2261,-33.33167,151.45111
NSW,Chittaway Point,2261,-33.315,151.45111
NSW,Chowan Creek,2484,-28.45083,153.37222
NSW,Chullora,2190,-33.89833,151.05944
NSW,Church Point,2105,-33.64833,151.28444
NSW,Claremont Meadows,2747,-33.76917,150.74833
NSW,Clarence,2790,-33.47333,150.22611
NSW,Clarence Town,2321,-32.58417,151.78194
NSW,Clarendon,2756,-33.60667,150.78444
NSW,Clarenza,2460,-29.70667,153.01778
NSW,Clareville,2107,-33.62333,151.31778
NSW,Claymore,2559,-34.04,150.80944
NSW,Clear Creek,2795,-33.32333,149.70111
NSW,Clear Range,2620,-35.69389,149.11861
NSW,Clearfield,2469,-29.14833,152.93444
NSW,Clemton Park,2206,-33.93167,151.10944
NSW,Cleveland,2530,-34.50222,150.76861
NSW,Clifden,2460,-29.53167,152.95111
NSW,Cliftleigh,2321,-32.78167,151.51778
NSW,Clifton,2515,-34.25806,150.96861
NSW,Clifton Grove,2800,-33.24972,149.17972
NSW,Clontarf,2093,-33.80667,151.25111
NSW,Clothiers Creek,2484,-28.33,153.49583
NSW,Clouds Creek,2453,-30.08167,152.63444
NSW,Clovass,2480,-28.865,153.15111
NSW,Clovelly,2031,-33.915,151.25111
NSW,Clunes,2480,-28.73167,153.40667
NSW,Clybucca,2440,-30.94833,152.95111
NSW,Clyde,2150,-33.84,151.01778
NSW,Clydesdale,2330,-32.57056,151.20944
NSW,Coads Tank,2646,-35.72333,146.30111
NSW,Coal Point,2283,-33.03722,151.60944
NSW,Coalcliff,2508,-34.24389,150.97361
NSW,Coaldale,2460,-29.39833,152.80111
NSW,Coasters Retreat,2108,-33.59833,151.28444
NSW,Cobaki,2486,-28.20306,153.4575
NSW,Cobaki Lakes,2486,-28.17389,153.47778
NSW,Cobar,2835,-31.49833,145.83444
NSW,Cobar Park,2790,-33.46389,150.15778
NSW,Cobargo,2550,-36.38167,149.90111
NSW,Cobark,2422,-31.94833,151.70944
NSW,Cobbadah,2347,-30.23167,150.58444
NSW,Cobbitty,2570,-34.015,150.68444
NSW,Cockwhy,2539,-35.54028,150.31583
NSW,Codrington,2471,-29.28167,150.70111
NSW,Coffee Camp,2480,-28.665,153.21778
NSW,Coffs Harbour,2450,-30.315,153.11778
NSW,Cogra Bay,2083,-33.515,151.21778
NSW,Coila,2537,-36.00667,150.09639
NSW,Coldstream,2462,-29.60667,153.10528
NSW,Coleambally,2707,-34.80667,145.88444
NSW,Colebee,2761,-33.715,150.85111
NSW,Coledale,2515,-34.28833,150.94
NSW,Colinroobie,2700,-34.44833,146.55111
NSW,Colinton,2626,-35.865,149.15111
NSW,Collaroy,2097,-33.73167,151.28444
NSW,Collaroy Beach,2097,-33.73167,151.28444
NSW,Collector,2581,-34.93778,149.4175
NSW,Collendina,2646,-35.99833,146.15111
NSW,Collingullie,2650,-35.09833,147.13444
NSW,Collins Creek,2474,-28.47833,153.03111
NSW,Collombatti,2440,-30.94833,152.75111
NSW,Collum Collum,2460,-29.25639,152.47194
NSW,Colly Blue,2343,-31.44833,150.15111
NSW,Colo,2795,-33.43167,150.81778
NSW,Colo Heights,2756,-33.365,150.71778
NSW,Colongra,2262,-33.20667,151.54278
NSW,Colyton,2760,-33.78167,150.81778
NSW,Comara,2440,-30.78167,152.36778
NSW,Combaning,2666,-34.465,147.68444
NSW,Comberton,2540,-34.97111,150.64833
NSW,Combo,2330,-32.55667,151.19278
NSW,Comboyne,2429,-31.59833,152.46778
NSW,Comerong Island,2540,-34.88167,150.73444
NSW,Commissioners Creek,2484,-28.49833,153.33194
NSW,Como,2226,-33.99833,151.06778
NSW,Conargo,2710,-35.29833,145.16778
NSW,Concord,2137,-33.84833,151.08444
NSW,Concord West,2138,-33.84,151.08444
NSW,Condell Park,2200,-33.92333,151.00111
NSW,Condobolin,2877,-33.065,147.15111
NSW,Condong,2484,-28.315,153.43444
NSW,Coneac,2422,-31.84833,151.81778
NSW,Congarinni,2447,-30.75167,152.87889
NSW,Congarinni North,2447,-30.69833,152.88528
NSW,Congewai,2325,-32.99,151.34278
NSW,Congo,2537,-35.94833,150.16778
NSW,Coniston,2500,-34.43833,150.88278
NSW,Conjola,2539,-35.215,150.43444
NSW,Conjola Park,2539,-35.26333,150.44306
NSW,Connells Point,2221,-33.99833,151.08444
NSW,Constitution Hill,2150,-33.78167,150.96778
NSW,Cooba,2663,-34.965,147.88444
NSW,Coobool,2734,-35.23167,143.73444
NSW,Coogee,2034,-33.92333,151.24278
NSW,Cookardinia,2650,-35.54833,147.21778
NSW,Cooks Hill,2300,-32.93167,151.76778
NSW,Coolabah,2831,-31.01889,146.68861
NSW,Coolac,2727,-34.92833,148.165
NSW,Coolagolite,2550,-36.39833,149.91778
NSW,Coolamon,2701,-34.83167,147.20111
NSW,Coolaness,2470,-28.83167,153.10111
NSW,Coolangatta,2535,-34.865,150.71778
NSW,Coolangubra,2550,-36.99833,149.47778
NSW,Coolatai,2402,-29.24833,150.73444
NSW,Cooleys Creek,2729,-35.34111,148.09194
NSW,Coolgardie,2478,-28.915,153.45944
NSW,Coolongolook,2423,-32.21722,152.32194
NSW,Coolringdon,2630,-36.25667,148.98444
NSW,Coolumbooka,2632,-36.91611,149.33528
NSW,Coolumburra,2622,-35.04639,150.1075
NSW,Cooma,2630,-36.23167,149.11778
NSW,Coomba Bay,2428,-32.26833,152.44194
NSW,Coomba Park,2428,-32.2375,152.45694
NSW,Coombadjha,2460,-29.34833,152.51778
NSW,Coombell,2470,-28.99833,152.96778
NSW,Coomoo Coomoo,2343,-31.56583,150.12083
NSW,Coonabarabran,2357,-31.265,149.26778
NSW,Coongbar,2469,-29.09972,152.69056
NSW,Coonong,2645,-35.13167,146.11778
NSW,Cooperabung,2441,-31.28167,152.78444
NSW,Coopernook,2426,-31.83167,152.60111
NSW,Coopers Gully,2550,-36.64833,149.78444
NSW,Coopers Shoot,2479,-28.68167,153.58444
NSW,Cooplacurripa,2424,-31.58167,151.91778
NSW,Coorabell,2479,-28.63167,153.50111
NSW,Cooranbong,2265,-33.07333,151.45111
NSW,Cootamundra,2590,-34.64833,148.03444
NSW,Cootralantra,2628,-36.265,148.86778
NSW,Copacabana,2251,-33.49,151.43444
NSW,Copeland,2422,-31.99833,151.83444
NSW,Copeton,2360,-29.95722,150.92333
NSW,Copmanhurst,2460,-29.58167,152.78444
NSW,Coppabella,2644,-35.73167,147.71778
NSW,Copperhannia,2795,-33.88167,149.20111
NSW,Coraki,2471,-28.99833,153.28444
NSW,Coralville,2443,-31.78167,152.70111
NSW,Coramba,2450,-30.215,153.01778
NSW,Corang,2622,-35.18167,150.01778
NSW,Corangula,2440,-31.00667,152.67611
NSW,Corbie Hill,2705,-34.565,146.45111
NSW,Cordeaux,2526,-34.38861,150.77944
NSW,Cordeaux Heights,2526,-34.44167,150.83083
NSW,Coree,2710,-35.365,145.43444
NSW,Coree South,2716,-35.515,145.55111
NSW,Coreen,2646,-31.465,147.03444
NSW,Corindi Beach,2456,-30.03167,153.20111
NSW,Corlette,2315,-32.715,152.10111
NSW,Cornalla,2710,-35.69833,145.05111
NSW,Corndale,2480,-28.69833,153.36778
NSW,Corney Town,2790,-33.47528,150.17667
NSW,Cornwallis,2756,-33.59,150.80944
NSW,Corobimilla,2700,-34.865,146.41778
NSW,Corowa,2646,-35.99417,146.38444
NSW,Corrimal,2518,-34.36694,150.89194
NSW,Corroboree Flat,2422,-31.665,151.75111
NSW,Corrowong,2633,-36.915,148.83444
NSW,Corunna,2546,-36.28167,150.10111
NSW,Cottage Point,2084,-33.61889,151.20389
NSW,Cottawalla,2583,-34.48167,149.52611
NSW,Cougal,2474,-28.365,152.96778
NSW,Countegany,2630,-36.18167,149.45111
NSW,Courabyra,2653,-35.665,148.03444
NSW,Couradda,2390,-30.02333,149.96778
NSW,Couridjah,2571,-34.23167,150.55111
NSW,Coutts Crossing,2460,-29.83167,152.88444
NSW,Cow Flat,2795,-33.565,149.51778
NSW,Cowabbie,2663,-34.615,146.96778
NSW,Cowan,2081,-33.58167,151.16778
NSW,Cowper,2460,-29.565,153.07611
NSW,Cowra,2794,-33.815,148.68444
NSW,Crabbes Creek,2483,-28.46083,153.48222
NSW,Crackenback,2627,-36.44556,148.50944
NSW,Craigie,2632,-37.065,149.05111
NSW,Cranebrook,2749,-33.715,150.70111
NSW,Crangan Bay,2259,-33.17333,151.59278
NSW,Craven,2422,-32.14833,151.95111
NSW,Craven Plateau,2422,-31.865,151.76778
NSW,Crawford River,2423,-32.40139,152.11778
NSW,Crawney,2338,-31.6325,151.075
NSW,Creewah,2631,-36.74833,149.36778
NSW,Cremorne,2090,-33.815,151.21778
NSW,Cremorne Point,2090,-33.83167,151.21778
NSW,Crescent Head,2440,-31.19,152.97611
NSW,Crestwood,2153,-35.34833,149.21611
NSW,Cringila,2502,-34.47028,150.86667
NSW,Croki,2430,-31.865,152.60111
NSW,Cromer,2099,-33.73583,151.27194
NSW,Cronulla,2230,-34.04833,151.15111
NSW,Crooble,2400,-29.265,150.25111
NSW,Croobyar,2539,-35.32083,150.39028
NSW,Crooked Corner,2583,-34.23167,149.30111
NSW,Crookwell,2583,-34.45667,149.46778
NSW,Croom,2527,-34.59,150.82611
NSW,Croppa Creek,2411,-29.12083,150.3275
NSW,Crosslands,2446,-31.43167,152.70111
NSW,Croudace Bay,2280,-33.00389,151.64278
NSW,Crowdy Head,2427,-31.84833,152.75111
NSW,Crows Nest,2065,-33.815,151.18444
NSW,Crowther Island,2460,-29.62583,152.92056
NSW,Croydon,2132,-33.88167,151.12611
NSW,Croydon Park,2133,-33.89833,151.10944
NSW,Crudine,2795,-32.93167,149.70111
NSW,Crystal Creek,2484,-28.31417,153.315
NSW,Cudal,2864,-33.28167,148.73444
NSW,Cudgel,2700,-34.68167,146.43444
NSW,Cudgen,2487,-28.28167,153.55111
NSW,Cudgera Creek,2484,-28.39,153.51778
NSW,Cudmirrah,2540,-35.19833,150.56778
NSW,Culburra Beach,2540,-34.93472,150.75389
NSW,Culcairn,2660,-35.665,147.03444
NSW,Cullen Bullen,2790,-33.29833,150.03444
NSW,Cullerin,2581,-34.78167,149.40944
NSW,Cullinga,2588,-34.615,147.16778
NSW,Culmaran Creek,2469,-28.86611,152.66889
NSW,Cumbalum,2478,-28.83167,153.53444
NSW,Cumberland Reach,2756,-33.465,150.88444
NSW,Cumnock,2867,-32.89833,148.75111
NSW,Cundle Flat,2424,-31.83167,152.01778
NSW,Cundletown,2430,-31.88167,152.51778
NSW,Cunjurong Point,2539,-35.26444,150.50611
NSW,Cunningar,2587,-34.53167,148.43444
NSW,Cunninyeuk,2734,-35.24389,143.91083
NSW,Curl Curl,2096,-33.76917,151.28444
NSW,Curlewis,2381,-31.115,150.26778
NSW,Curlwaa,2648,-34.09833,141.96778
NSW,Currabubula,2342,-31.265,150.73444
NSW,Curragh,2795,-33.95667,149.20944
NSW,Curramore,2533,-34.63167,150.75944
NSW,Currans Hill,2567,-34.04,150.75944
NSW,Currarong,2540,-35.015,150.81778
NSW,Currawananna,2650,-34.99833,147.11778
NSW,Currawang,2580,-34.965,149.51778
NSW,Currawarna,2650,-35.015,147.06778
NSW,Currawong Beach,2108,-33.59,151.30111
NSW,Curricabark,2422,-31.74,151.63444
NSW,Currowan,2536,-35.58167,150.16778
NSW,Cuttabri,2388,-30.315,149.21778
NSW,Cuttagee,2546,-36.49056,150.04806
NSW,Daceyville,2032,-33.93167,151.22611
NSW,Dairy Flat,2474,-28.38,152.71306
NSW,Dairymans Plains,2630,-36.215,149.05111
NSW,Daleys Point,2257,-33.5025,151.34694
NSW,Dalgety,2628,-36.50667,148.83444
NSW,Dalmeny,2546,-36.165,150.13444
NSW,Dalmorton,2460,-29.865,152.45111
NSW,Dalswinton,2328,-32.415,150.70111
NSW,Dalton,2581,-34.71778,149.19306
NSW,Dalwood,2477,-32.62472,151.41778
NSW,Dangar,2309,-30.74833,149.50111
NSW,Dangar Island,2083,-33.54,151.24278
NSW,Dangarsleigh,2350,-30.60528,151.68972
NSW,Dangelong,2630,-36.38167,149.30111
NSW,Dapto,2530,-34.50194,150.7925
NSW,Darawank,2428,-32.10611,152.49806
NSW,Darbalara,2722,-35.03167,148.20111
NSW,Darbys Falls,2793,-33.90222,148.85583
NSW,Dareton,2717,-34.08167,142.03444
NSW,Dargan,2786,-33.48167,150.25111
NSW,Dark Corner,2795,-33.29833,149.88444
NSW,Darkes Forest,2508,-34.21889,150.90694
NSW,Darkwood,2454,-30.44833,152.65111
NSW,Darling Point,2027,-33.865,151.23444
NSW,Darlinghurst,2010,-33.88167,151.22611
NSW,Darlington,2330,-33.89833,151.20111
NSW,Darlington Point,2706,-34.565,146.00111
NSW,Darlow,2729,-35.38167,147.91778
NSW,Dartbrook,2336,-32.14833,150.85111
NSW,Daruka,2340,-31.04833,150.97333
NSW,Davidson,2085,-33.715,151.20111
NSW,Davis Creek,2336,-32.165,151.15111
NSW,Davistown,2251,-33.48167,151.35944
NSW,Dawes Point,2000,-33.84833,151.20111
NSW,Dean Park,2761,-33.73167,150.85111
NSW,Deauville,2443,-31.665,152.80111
NSW,Debenham,2446,-31.47333,152.22611
NSW,Dee Why,2099,-33.73167,151.28444
NSW,Dee Why Beach,2099,-33.74833,151.28444
NSW,Deep Creek,2469,-29.15639,152.63944
NSW,Deepwater,2371,-29.43167,151.85111
NSW,Deer Vale,2453,-30.34833,152.55111
NSW,Delegate,2633,-37.04833,148.93444
NSW,Delroy Gardens,2830,-32.24833,148.56778
NSW,Delungra,2403,-29.63278,150.80222
NSW,Demondrille,2587,-34.53167,148.31778
NSW,Denham Court,2565,-33.99833,150.81778
NSW,Denhams Beach,2536,-35.74972,150.21139
NSW,Deniliquin,2710,-35.53167,144.93444
NSW,Denistone,2114,-33.79833,151.07611
NSW,Denistone East,2112,-33.79417,151.09278
NSW,Denistone West,2114,-33.80389,151.07611
NSW,Denman,2328,-32.38167,150.68444
NSW,Depot Beach,2536,-35.63278,150.32167
NSW,Deua,2537,-35.92472,149.81389
NSW,Deua River Valley,2537,-35.78861,149.91528
NSW,Devils Hole,2550,-36.88167,149.65111
NSW,Dewitt,2422,-31.815,151.76778
NSW,Dharruk,2770,-33.74556,150.82611
NSW,Dhuragoon,2733,-35.18167,144.16778
NSW,Diamond Beach,2430,-32.04,152.53444
NSW,Diamond Head,2443,-31.69833,152.78444
NSW,Dicks Hill,2443,-31.65667,152.82611
NSW,Diehard,2370,-29.71583,152.09222
NSW,Diggers Camp,2462,-29.815,153.29278
NSW,Dignams Creek,2546,-36.34833,149.98444
NSW,Dilkoon,2460,-29.49833,153.00111
NSW,Dilpurra,2734,-35.165,143.68444
NSW,Dingo Forest,2429,-31.69833,152.13444
NSW,Dinoga,2404,-29.98167,150.58444
NSW,Dirnaseer,2666,-34.60917,147.76306
NSW,Dirty Creek,2460,-29.98167,153.14833
NSW,Dobies Bight,2470,-28.80139,152.93667
NSW,Doctor George Mountain,2550,-36.66167,149.89639
NSW,Doctors Gap,2790,-33.49083,150.17639
NSW,Dodsworth,2620,-35.34889,144.24944
NSW,Dog Rocks,2795,-33.73167,149.56778
NSW,Dog Trap Crossing,2582,-35.08167,148.93444
NSW,Dolans Bay,2229,-34.065,151.13444
NSW,Dolls Point,2219,-33.99556,151.14278
NSW,Dollys Flat,2429,-31.84833,152.31778
NSW,Dolphin Point,2539,-35.39833,150.45111
NSW,Dombarton,2526,-34.45667,150.76444
NSW,Donald Creek,2350,-30.45861,151.74944
NSW,Dondingalong,2440,-31.115,152.73444
NSW,Donnellyville,2447,-30.75528,152.91778
NSW,Donovans Forest,2250,-33.38167,151.16778
NSW,Doon Ayre,2422,-31.89,152.08444
NSW,Doon Doon,2484,-28.49694,153.29278
NSW,Doonside,2767,-33.76778,150.86778
NSW,Dooralong,2259,-33.18167,151.35111
NSW,Dora Creek,2264,-33.08167,151.50111
NSW,Dorrigo,2453,-30.33167,152.71778
NSW,Dorrigo Mountain,2453,-30.38167,152.73444
NSW,Dorroughby,2480,-28.665,153.35111
NSW,Double Bay,2028,-33.87333,151.24278
NSW,Doubtful Creek,2470,-28.71056,152.88056
NSW,Douglas Park,2569,-34.19,150.70111
NSW,Dover Heights,2030,-33.87333,151.26778
NSW,Downside,2650,-34.99833,147.35111
NSW,Doyalson,2262,-33.19833,151.51778
NSW,Doyalson North,2262,-33.18722,151.54278
NSW,Doyles Creek,2330,-32.54833,150.78444
NSW,Doyles River,2446,-31.44833,152.11778
NSW,Drake,2469,-29.0075,152.36528
NSW,Drildool,2386,-30.165,149.06778
